NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
REACTOME_SIGNALING_BY_FGFR2_IN_DISEASE	43	27		
REACTOME_SIGNALING_BY_FGFR4_IN_DISEASE	11		Rejected!	
REACTOME_SIGNALING_BY_FGFR1_IN_DISEASE	38	26		
REACTOME_TRANSLESION_SYNTHESIS_BY_POLK	17	17		
REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS	32	31		
REACTOME_REGULATION_OF_RAS_BY_GAPS	68	61		
REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING	13		Rejected!	
REACTOME_RESPONSE_TO_METAL_IONS	14		Rejected!	
REACTOME_CLEC7A_INFLAMMASOME_PATHWAY	6		Rejected!	
REACTOME_METALLOTHIONEINS_BIND_METALS	11		Rejected!	
REACTOME_FORMATION_OF_XYLULOSE_5_PHOSPHATE	5		Rejected!	
REACTOME_MELANIN_BIOSYNTHESIS	5		Rejected!	
REACTOME_DISEASES_OF_CARBOHYDRATE_METABOLISM	34	27		
REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION_BY_GROWTH_FACTOR_RECEPTORS_AND_SECOND_MESSENGERS	432	344		
REACTOME_INFECTIOUS_DISEASE	1019		Rejected!	
REACTOME_RHO_GTPASES_ACTIVATE_WASPS_AND_WAVES	36	32		
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS	140	119		
REACTOME_RHO_GTPASES_ACTIVATE_RHOTEKIN_AND_RHOPHILINS	9		Rejected!	
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY	101	75		
REACTOME_RHO_GTPASES_ACTIVATE_NADPH_OXIDASES	24	15		
REACTOME_DISEASES_OF_METABOLISM	250	149		
REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS	29		Rejected!	
REACTOME_RAF_ACTIVATION	34	30		
REACTOME_MAP2K_AND_MAPK_ACTIVATION	40	31		
REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER	26	24		
REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY	6		Rejected!	
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY	43	39		
REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY	17		Rejected!	
REACTOME_PROTEIN_REPAIR	6		Rejected!	
REACTOME_DEFECTIVE_CFTR_CAUSES_CYSTIC_FIBROSIS	61	56		
REACTOME_LGI_ADAM_INTERACTIONS	14		Rejected!	
REACTOME_MAPK_FAMILY_SIGNALING_CASCADES	327	218		
REACTOME_SURFACTANT_METABOLISM	30		Rejected!	
REACTOME_MAP3K8_TPL2_DEPENDENT_MAPK1_3_ACTIVATION	16	16		
REACTOME_HDR_THROUGH_SINGLE_STRAND_ANNEALING_SSA	37	36		
REACTOME_HDR_THROUGH_MMEJ_ALT_NHEJ	12		Rejected!	
REACTOME_HDR_THROUGH_HOMOLOGOUS_RECOMBINATION_HRR	68	64		
REACTOME_REGULATION_OF_TLR_BY_ENDOGENOUS_LIGAND	21		Rejected!	
REACTOME_MAPK6_MAPK4_SIGNALING	93	78		
REACTOME_DISEASES_ASSOCIATED_WITH_SURFACTANT_METABOLISM	10		Rejected!	
REACTOME_DEUBIQUITINATION	299	214		
REACTOME_DEFECTIVE_CSF2RB_CAUSES_SMDP5	8		Rejected!	
REACTOME_UCH_PROTEINASES	102	82		
REACTOME_JOSEPHIN_DOMAIN_DUBS	12		Rejected!	
REACTOME_UB_SPECIFIC_PROCESSING_PROTEASES	221	147		
REACTOME_OVARIAN_TUMOR_DOMAIN_PROTEASES	39	33		
REACTOME_METALLOPROTEASE_DUBS	37	16		
REACTOME_CD22_MEDIATED_BCR_REGULATION	61		Rejected!	
REACTOME_DNA_DOUBLE_STRAND_BREAK_REPAIR	168	123		
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES	35	31		
REACTOME_HOMOLOGY_DIRECTED_REPAIR	138	96		
REACTOME_SENSING_OF_DNA_DOUBLE_STRAND_BREAKS	6		Rejected!	
REACTOME_RESOLUTION_OF_D_LOOP_STRUCTURES_THROUGH_SYNTHESIS_DEPENDENT_STRAND_ANNEALING_SDSA	27	25		
REACTOME_NONHOMOLOGOUS_END_JOINING_NHEJ	68	30		
REACTOME_HOMOLOGOUS_DNA_PAIRING_AND_STRAND_EXCHANGE	43	41		
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE	78	37		
REACTOME_PROCESSING_OF_DNA_DOUBLE_STRAND_BREAK_ENDS	97	58		
REACTOME_CARGO_CONCENTRATION_IN_THE_ER	33	26		
REACTOME_DNA_DAMAGE_RECOGNITION_IN_GG_NER	38	38		
REACTOME_FORMATION_OF_INCISION_COMPLEX_IN_GG_NER	43	42		
REACTOME_GAP_FILLING_DNA_REPAIR_SYNTHESIS_AND_LIGATION_IN_GG_NER	25	25		
REACTOME_NUCLEOTIDE_EXCISION_REPAIR	110	108		
REACTOME_GLOBAL_GENOME_NUCLEOTIDE_EXCISION_REPAIR_GG_NER	84	83		
REACTOME_DUAL_INCISION_IN_GG_NER	41	40		
REACTOME_POST_TRANSLATIONAL_PROTEIN_MODIFICATION	1442		Rejected!	
REACTOME_DEPOSITION_OF_NEW_CENPA_CONTAINING_NUCLEOSOMES_AT_THE_CENTROMERE	73	25		
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT	103	93		
REACTOME_INFLAMMASOMES	21		Rejected!	
REACTOME_HIGHLY_SODIUM_PERMEABLE_POSTSYNAPTIC_ACETYLCHOLINE_NICOTINIC_RECEPTORS	7		Rejected!	
REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	11		Rejected!	
REACTOME_HIGHLY_CALCIUM_PERMEABLE_NICOTINIC_ACETYLCHOLINE_RECEPTORS	9		Rejected!	
REACTOME_RNA_POLYMERASE_II_PRE_TRANSCRIPTION_EVENTS	81	72		
REACTOME_FORMATION_OF_TC_NER_PRE_INCISION_COMPLEX	53	51		
REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER	78	76		
REACTOME_DUAL_INCISION_IN_TC_NER	65	63		
REACTOME_TRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	43	39		
REACTOME_SYNTHESIS_OF_WYBUTOSINE_AT_G37_OF_TRNA_PHE	6		Rejected!	
REACTOME_FANCONI_ANEMIA_PATHWAY	39	34		
REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING	24		Rejected!	
REACTOME_INTERLEUKIN_10_SIGNALING	46	19		
REACTOME_TRNA_PROCESSING_IN_THE_NUCLEUS	59	55		
REACTOME_TRNA_PROCESSING_IN_THE_MITOCHONDRION	7		Rejected!	
REACTOME_ERBB2_REGULATES_CELL_MOTILITY	15		Rejected!	
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING	111	61		
REACTOME_TRNA_MODIFICATION_IN_THE_MITOCHONDRION	9		Rejected!	
REACTOME_GDP_FUCOSE_BIOSYNTHESIS	6		Rejected!	
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS	17		Rejected!	
REACTOME_RRNA_MODIFICATION_IN_THE_NUCLEUS_AND_CYTOSOL	60	55		
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES	49	44		
REACTOME_RRNA_MODIFICATION_IN_THE_MITOCHONDRION	8		Rejected!	
REACTOME_NEUREXINS_AND_NEUROLIGINS	56	23		
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES	87	35		
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES	62	57		
REACTOME_CHOLINE_CATABOLISM	6		Rejected!	
REACTOME_NEUTROPHIL_DEGRANULATION	479	334		
REACTOME_COMPLEX_I_BIOGENESIS	57	51		
REACTOME_METAL_SEQUESTRATION_BY_ANTIMICROBIAL_PROTEINS	6		Rejected!	
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS	45	33		
REACTOME_SIGNALING_BY_BRAF_AND_RAF1_FUSIONS	65	51		
REACTOME_RAS_SIGNALING_DOWNSTREAM_OF_NF1_LOSS_OF_FUNCTION_VARIANTS	7		Rejected!	
REACTOME_ONCOGENIC_MAPK_SIGNALING	82	63		
REACTOME_ANTIMICROBIAL_PEPTIDES	98		Rejected!	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE	20	16		
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN	14		Rejected!	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES	12		Rejected!	
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS	12		Rejected!	
REACTOME_FGFR2_ALTERNATIVE_SPLICING	27	27		
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST	18	17		
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN	21	19		
REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST	14		Rejected!	
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION	92	87		
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION	30	29		
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ASSOCIATION_WITH_CO_FACTORS	14		Rejected!	
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_METHYLATION	19	17		
REACTOME_KERATINIZATION	217	25		
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION	37	32		
REACTOME_METABOLISM_OF_FAT_SOLUBLE_VITAMINS	48	25		
REACTOME_SIGNALING_BY_MET	79	61		
REACTOME_MET_RECEPTOR_ACTIVATION	6		Rejected!	
REACTOME_NEGATIVE_REGULATION_OF_MET_ACTIVITY	21	18		
REACTOME_PTEN_REGULATION	139	131		
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES	81	70		
REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT	102	82		
REACTOME_FORMATION_OF_THE_CORNIFIED_ENVELOPE	129	24		
REACTOME_COPI_DEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	100	76		
REACTOME_COPI_INDEPENDENT_GOLGI_TO_ER_RETROGRADE_TRAFFIC	53	40		
REACTOME_INTRA_GOLGI_TRAFFIC	44	40		
REACTOME_RETROGRADE_TRANSPORT_AT_THE_TRANS_GOLGI_NETWORK	49	48		
REACTOME_INTRA_GOLGI_AND_RETROGRADE_GOLGI_TO_ER_TRAFFIC	203	171		
REACTOME_PI5P_REGULATES_TP53_ACETYLATION	9		Rejected!	
REACTOME_COOPERATION_OF_PDCL_PHLP1_AND_TRIC_CCT_IN_G_PROTEIN_BETA_FOLDING	38	26		
REACTOME_GLYCEROPHOSPHOLIPID_CATABOLISM	7		Rejected!	
REACTOME_ASSEMBLY_OF_THE_ORC_COMPLEX_AT_THE_ORIGIN_OF_REPLICATION	69		Rejected!	
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX	8		Rejected!	
REACTOME_MITOTIC_PROPHASE	143	77		
REACTOME_MITOTIC_PROMETAPHASE	203	182		
REACTOME_MITOTIC_TELOPHASE_CYTOKINESIS	13		Rejected!	
REACTOME_M_PHASE	417	327		
REACTOME_G2_PHASE	5		Rejected!	
REACTOME_ORC1_REMOVAL_FROM_CHROMATIN	71	67		
REACTOME_DNA_REPLICATION_INITIATION	8		Rejected!	
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	33	32		
REACTOME_DNA_REPLICATION_PRE_INITIATION	160	98		
REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE	92	88		
REACTOME_POLYMERASE_SWITCHING	14		Rejected!	
REACTOME_PROCESSIVE_SYNTHESIS_ON_THE_LAGGING_STRAND	15	15		
REACTOME_LAGGING_STRAND_SYNTHESIS	20	20		
REACTOME_DNA_STRAND_ELONGATION	32	32		
REACTOME_G1_S_SPECIFIC_TRANSCRIPTION	29	28		
REACTOME_CYCLIN_D_ASSOCIATED_EVENTS_IN_G1	47	43		
REACTOME_SYNTHESIS_OF_DNA	121	117		
REACTOME_S_PHASE	163	158		
REACTOME_CYCLIN_A_B1_B2_ASSOCIATED_EVENTS_DURING_G2_M_TRANSITION	25	23		
REACTOME_CELL_CYCLE_MITOTIC	561	462		
REACTOME_DNA_REPLICATION	188	123		
REACTOME_G2_M_DNA_DAMAGE_CHECKPOINT	94	56		
REACTOME_G2_M_DNA_REPLICATION_CHECKPOINT	5		Rejected!	
REACTOME_G2_M_CHECKPOINTS	167	126		
REACTOME_STABILIZATION_OF_P53	57	52		
REACTOME_G1_S_DNA_DAMAGE_CHECKPOINTS	68	61		
REACTOME_MITOTIC_SPINDLE_CHECKPOINT	111	102		
REACTOME_CELL_CYCLE_CHECKPOINTS	291	237		
REACTOME_CYCLIN_A_CDK2_ASSOCIATED_EVENTS_AT_S_PHASE_ENTRY	85	83		
REACTOME_GLYCOLYSIS	72	59		
REACTOME_GLYCOGEN_BREAKDOWN_GLYCOGENOLYSIS	14		Rejected!	
REACTOME_GLUCONEOGENESIS	34	26		
REACTOME_PYRUVATE_METABOLISM	31	26		
REACTOME_GLUCOSE_METABOLISM	92	75		
REACTOME_FRUCTOSE_CATABOLISM	5		Rejected!	
REACTOME_UREA_CYCLE	10		Rejected!	
REACTOME_BRANCHED_CHAIN_AMINO_ACID_CATABOLISM	21	20		
REACTOME_HISTIDINE_CATABOLISM	8		Rejected!	
REACTOME_PROPIONYL_COA_CATABOLISM	5		Rejected!	
REACTOME_LYSINE_CATABOLISM	12		Rejected!	
REACTOME_TRYPTOPHAN_CATABOLISM	14		Rejected!	
REACTOME_CREATINE_METABOLISM	11		Rejected!	
REACTOME_METABOLISM_OF_AMINO_ACIDS_AND_DERIVATIVES	374	266		
REACTOME_PENTOSE_PHOSPHATE_PATHWAY	15		Rejected!	
REACTOME_ETHANOL_OXIDATION	12		Rejected!	
REACTOME_METABOLISM_OF_CARBOHYDRATES	293	212		
REACTOME_CITRIC_ACID_CYCLE_TCA_CYCLE	22	22		
REACTOME_PYRUVATE_METABOLISM_AND_CITRIC_ACID_TCA_CYCLE	55	49		
REACTOME_MRNA_CAPPING	29	28		
REACTOME_MRNA_SPLICING_MINOR_PATHWAY	50	49		
REACTOME_MRNA_SPLICING	212	204		
REACTOME_MRNA_EDITING_C_TO_U_CONVERSION	8		Rejected!	
REACTOME_TRANSPORT_OF_MATURE_TRANSCRIPT_TO_CYTOPLASM	84	79		
REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA	283	270		
REACTOME_TRNA_PROCESSING	111	100		
REACTOME_RRNA_PROCESSING	205	190		
REACTOME_EUKARYOTIC_TRANSLATION_INITIATION	120	116		
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S	60	58		
REACTOME_RECYCLING_OF_EIF2_GDP	8		Rejected!	
REACTOME_TRANSLATION	295	269		
REACTOME_TRANSPORT_OF_NUCLEOTIDE_SUGARS	9		Rejected!	
REACTOME_PYRIMIDINE_SALVAGE	11		Rejected!	
REACTOME_PYRIMIDINE_CATABOLISM	12		Rejected!	
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_INITIATION	47	43		
REACTOME_RNA_POLYMERASE_I_PROMOTER_ESCAPE	91	27		
REACTOME_RNA_POLYMERASE_III_CHAIN_ELONGATION	18	18		
REACTOME_PURINE_RIBONUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHESIS	11		Rejected!	
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION_TERMINATION	67	65		
REACTOME_RNA_POLYMERASE_II_TRANSCRIPTION	1393		Rejected!	
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION_TERMINATION	31	26		
REACTOME_RNA_POLYMERASE_I_TRANSCRIPTION	111	46		
REACTOME_BASE_EXCISION_REPAIR	91	44		
REACTOME_CHROMOSOME_MAINTENANCE	140	86		
REACTOME_DEATH_RECEPTOR_SIGNALING	154	129		
REACTOME_DNA_DAMAGE_BYPASS	48	46		
REACTOME_DNA_REPAIR	333	268		
REACTOME_BASE_EXCISION_REPAIR_AP_SITE_FORMATION	63	17		
REACTOME_RESOLUTION_OF_ABASIC_SITES_AP_SITES	38	37		
REACTOME_DNA_DAMAGE_REVERSAL	8		Rejected!	
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_TERMINATION	23	22		
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION	41	40		
REACTOME_KETONE_BODY_METABOLISM	10		Rejected!	
REACTOME_PURINE_SALVAGE	13		Rejected!	
REACTOME_PURINE_CATABOLISM	17	15		
REACTOME_IRS_ACTIVATION	5		Rejected!	
REACTOME_SIGNAL_ATTENUATION	10		Rejected!	
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE	54	31		
REACTOME_SIGNALING_BY_INSULIN_RECEPTOR	82	53		
REACTOME_CHK1_CHK2_CDS1_MEDIATED_INACTIVATION_OF_CYCLIN_B_CDK1_COMPLEX	13		Rejected!	
REACTOME_PROCESSING_OF_CAPPED_INTRONLESS_PRE_MRNA	29	28		
REACTOME_MRNA_EDITING	10		Rejected!	
REACTOME_FATTY_ACYL_COA_BIOSYNTHESIS	38	28		
REACTOME_TRIGLYCERIDE_BIOSYNTHESIS	14		Rejected!	
REACTOME_APOPTOTIC_EXECUTION_PHASE	52	38		
REACTOME_FASL_CD95L_SIGNALING	5		Rejected!	
REACTOME_TRAIL_SIGNALING	8		Rejected!	
REACTOME_DISSOLUTION_OF_FIBRIN_CLOT	13		Rejected!	
REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS	24	16		
REACTOME_PLATELET_ADHESION_TO_EXPOSED_COLLAGEN	15		Rejected!	
REACTOME_TNF_SIGNALING	57	51		
REACTOME_PLATELET_ACTIVATION_SIGNALING_AND_AGGREGATION	261	159		
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2	132	80		
REACTOME_PLATELET_AGGREGATION_PLUG_FORMATION	39	18		
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_1_PROMOTER	28	28		
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	28	28		
REACTOME_SYNTHESIS_OF_KETONE_BODIES	8		Rejected!	
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_SATURATED_FATTY_ACIDS	11		Rejected!	
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION_OF_UNSATURATED_FATTY_ACIDS	6		Rejected!	
REACTOME_MITOCHONDRIAL_FATTY_ACID_BETA_OXIDATION	37	31		
REACTOME_BETA_OXIDATION_OF_LAUROYL_COA_TO_DECANOYL_COA_COA	5		Rejected!	
REACTOME_BETA_OXIDATION_OF_DECANOYL_COA_TO_OCTANOYL_COA_COA	6		Rejected!	
REACTOME_BETA_OXIDATION_OF_OCTANOYL_COA_TO_HEXANOYL_COA	5		Rejected!	
REACTOME_BETA_OXIDATION_OF_HEXANOYL_COA_TO_BUTANOYL_COA	5		Rejected!	
REACTOME_BETA_OXIDATION_OF_BUTANOYL_COA_TO_ACETYL_COA	5		Rejected!	
REACTOME_INSULIN_RECEPTOR_RECYCLING	30	24		
REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS	11		Rejected!	
REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS	20	20		
REACTOME_TRANSPORT_OF_FATTY_ACIDS	8		Rejected!	
REACTOME_TRANSPORT_OF_NUCLEOSIDES_AND_FREE_PURINE_AND_PYRIMIDINE_BASES_ACROSS_THE_PLASMA_MEMBRANE	12		Rejected!	
REACTOME_THE_NLRP3_INFLAMMASOME	16		Rejected!	
REACTOME_INTERFERON_GAMMA_SIGNALING	94	61		
REACTOME_REGULATION_OF_IFNG_SIGNALING	14		Rejected!	
REACTOME_ADVANCED_GLYCOSYLATION_ENDPRODUCT_RECEPTOR_SIGNALING	13		Rejected!	
REACTOME_TRANSPORT_OF_ORGANIC_ANIONS	11		Rejected!	
REACTOME_GASTRIN_CREB_SIGNALLING_PATHWAY_VIA_PKC_AND_MAPK	18	15		
REACTOME_ERBB2_ACTIVATES_PTK6_SIGNALING	13		Rejected!	
REACTOME_SIGNALING_BY_PTK6	54	46		
REACTOME_WAX_AND_PLASMALOGEN_BIOSYNTHESIS	7		Rejected!	
REACTOME_PTK6_REGULATES_PROTEINS_INVOLVED_IN_RNA_PROCESSING	5		Rejected!	
REACTOME_PTK6_REGULATES_RTKS_AND_THEIR_EFFECTORS_AKT1_AND_DOK1	9		Rejected!	
REACTOME_PTK6_REGULATES_CELL_CYCLE	6		Rejected!	
REACTOME_PTK6_REGULATES_RHO_GTPASES_RAS_GTPASE_AND_MAP_KINASES	14		Rejected!	
REACTOME_PTK6_EXPRESSION	5		Rejected!	
REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES	21		Rejected!	
REACTOME_PHOSPHATE_BOND_HYDROLYSIS_BY_NTPDASE_PROTEINS	8		Rejected!	
REACTOME_BUTYROPHILIN_BTN_FAMILY_INTERACTIONS	12		Rejected!	
REACTOME_SIGNALING_BY_FGFR2_IIIA_TM	19	18		
REACTOME_MET_ACTIVATES_RAS_SIGNALING	11		Rejected!	
REACTOME_MET_ACTIVATES_PI3K_AKT_SIGNALING	6		Rejected!	
REACTOME_PROTEIN_UBIQUITINATION	79	61		
REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT	79	66		
REACTOME_SIGNALING_BY_MST1	5		Rejected!	
REACTOME_RET_SIGNALING	40	25		
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_VENTX	41	35		
REACTOME_TBC_RABGAPS	44	40		
REACTOME_AURKA_ACTIVATION_BY_TPX2	72	70		
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING	26		Rejected!	
REACTOME_GOLGI_TO_ER_RETROGRADE_TRANSPORT	134	107		
REACTOME_CARGO_RECOGNITION_FOR_CLATHRIN_MEDIATED_ENDOCYTOSIS	105	75		
REACTOME_CLATHRIN_MEDIATED_ENDOCYTOSIS	145	110		
REACTOME_PTK6_PROMOTES_HIF1A_STABILIZATION	6		Rejected!	
REACTOME_DOWNREGULATION_OF_ERBB2_SIGNALING	29	23		
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_THE_AP_2_TFAP2_FAMILY_OF_TRANSCRIPTION_FACTORS	38	26		
REACTOME_MET_ACTIVATES_PTPN11	5		Rejected!	
REACTOME_REELIN_SIGNALLING_PATHWAY	5		Rejected!	
REACTOME_VLDL_ASSEMBLY	5		Rejected!	
REACTOME_VLDLR_INTERNALISATION_AND_DEGRADATION	16	15		
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES	30	30		
REACTOME_E3_UBIQUITIN_LIGASES_UBIQUITINATE_TARGET_PROTEINS	59	41		
REACTOME_NEGATIVE_REGULATION_OF_ACTIVITY_OF_TFAP2_AP_2_FAMILY_TRANSCRIPTION_FACTORS	10		Rejected!	
REACTOME_ACTIVATION_OF_THE_TFAP2_AP_2_FAMILY_OF_TRANSCRIPTION_FACTORS	12		Rejected!	
REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_GROWTH_FACTORS_AND_THEIR_RECEPTORS	15		Rejected!	
REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS	5		Rejected!	
REACTOME_RRNA_PROCESSING_IN_THE_MITOCHONDRION	12		Rejected!	
REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION	5		Rejected!	
REACTOME_RAB_GERANYLGERANYLATION	65	53		
REACTOME_MET_ACTIVATES_PTK2_SIGNALING	30	17		
REACTOME_CREB3_FACTORS_ACTIVATE_GENES	9		Rejected!	
REACTOME_INLB_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELL	15		Rejected!	
REACTOME_MET_INTERACTS_WITH_TNS_PROTEINS	5		Rejected!	
REACTOME_MET_ACTIVATES_RAP1_AND_RAC1	11		Rejected!	
REACTOME_MET_RECEPTOR_RECYCLING	10		Rejected!	
REACTOME_MET_PROMOTES_CELL_MOTILITY	41	27		
REACTOME_RAB_GEFS_EXCHANGE_GTP_FOR_GDP_ON_RABS	90	80		
REACTOME_LISTERIA_MONOCYTOGENES_ENTRY_INTO_HOST_CELLS	20	18		
REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS	9		Rejected!	
REACTOME_PROTEIN_METHYLATION	17		Rejected!	
REACTOME_RUNX1_AND_FOXP3_CONTROL_THE_DEVELOPMENT_OF_REGULATORY_T_LYMPHOCYTES_TREGS	10		Rejected!	
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3	96	87		
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX2	120	99		
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX1	239	141		
REACTOME_GABA_SYNTHESIS_RELEASE_REUPTAKE_AND_DEGRADATION	19		Rejected!	
REACTOME_RUNX1_REGULATES_ESTROGEN_RECEPTOR_MEDIATED_TRANSCRIPTION	6		Rejected!	
REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY	17	16		
REACTOME_RECEPTOR_MEDIATED_MITOPHAGY	11		Rejected!	
REACTOME_DIGESTION	23		Rejected!	
REACTOME_RUNX1_REGULATES_EXPRESSION_OF_COMPONENTS_OF_TIGHT_JUNCTIONS	5		Rejected!	
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION	98	29		
REACTOME_ARYL_HYDROCARBON_RECEPTOR_SIGNALLING	6		Rejected!	
REACTOME_ESR_MEDIATED_SIGNALING	221	133		
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_HSCS	130	60		
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_DIFFERENTIATION_OF_KERATINOCYTES	8		Rejected!	
REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN	37	35		
REACTOME_RUNX1_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_BCR_SIGNALING	6		Rejected!	
